30108
ENSGALG00010000951	ENSGALG00010000951	lncRNA
ENSGALG00010000953	ENSGALG00010000953	lncRNA
ENSGALG00010000954	ENSGALG00010000954	lncRNA
ENSGALG00010000956	ENSGALG00010000956	lncRNA
ENSGALG00010000957	ENSGALG00010000957	lncRNA
ENSGALG00010000958	ENSGALG00010000958	lncRNA
ENSGALG00010000960	ENSGALG00010000960	lncRNA
ENSGALG00010000961	ENSGALG00010000961	lncRNA
ENSGALG00010000963	ENSGALG00010000963	lncRNA
ENSGALG00010000964	ENSGALG00010000964	lncRNA
ENSGALG00010000967	ENSGALG00010000967	lncRNA
ENSGALG00010000968	ENSGALG00010000968	lncRNA
ENSGALG00010000969	ENSGALG00010000969	lncRNA
ENSGALG00010000970	ENSGALG00010000970	lncRNA
ENSGALG00010000972	ENSGALG00010000972	lncRNA
ENSGALG00010000973	ENSGALG00010000973	lncRNA
ENSGALG00010000974	ENSGALG00010000974	lncRNA
ENSGALG00010000975	ENSGALG00010000975	lncRNA
ENSGALG00010000976	ENSGALG00010000976	lncRNA
ENSGALG00010000977	ENSGALG00010000977	lncRNA
ENSGALG00010000979	ENSGALG00010000979	lncRNA
ENSGALG00010000981	ENSGALG00010000981	lncRNA
ENSGALG00010000982	ENSGALG00010000982	lncRNA
ENSGALG00010000983	ENSGALG00010000983	lncRNA
ENSGALG00010000984	ENSGALG00010000984	lncRNA
ENSGALG00010000986	ENSGALG00010000986	lncRNA
ENSGALG00010000987	ENSGALG00010000987	lncRNA
ENSGALG00010000988	ENSGALG00010000988	lncRNA
ENSGALG00010000989	ENSGALG00010000989	lncRNA
ENSGALG00010000991	ENSGALG00010000991	lncRNA
ENSGALG00010000992	ENSGALG00010000992	lncRNA
ENSGALG00010000994	ENSGALG00010000994	lncRNA
ENSGALG00010000996	ENSGALG00010000996	lncRNA
ENSGALG00010000998	ENSGALG00010000998	lncRNA
ENSGALG00010000999	ENSGALG00010000999	lncRNA
ENSGALG00010001000	ENSGALG00010001000	lncRNA
ENSGALG00010001002	ENSGALG00010001002	lncRNA
ENSGALG00010001003	ENSGALG00010001003	lncRNA
ENSGALG00010001004	ENSGALG00010001004	lncRNA
ENSGALG00010001006	ENSGALG00010001006	lncRNA
ENSGALG00010001008	ENSGALG00010001008	lncRNA
ENSGALG00010001009	ENSGALG00010001009	lncRNA
ENSGALG00010001011	ENSGALG00010001011	lncRNA
ENSGALG00010001014	ENSGALG00010001014	lncRNA
ENSGALG00010001017	ENSGALG00010001017	lncRNA
ENSGALG00010001018	ENSGALG00010001018	lncRNA
ENSGALG00010001023	ENSGALG00010001023	lncRNA
ENSGALG00010001024	ENSGALG00010001024	lncRNA
ENSGALG00010001025	ENSGALG00010001025	lncRNA
ENSGALG00010001026	ENSGALG00010001026	lncRNA
ENSGALG00010001027	ENSGALG00010001027	lncRNA
ENSGALG00010001028	ENSGALG00010001028	lncRNA
ENSGALG00010001029	ENSGALG00010001029	lncRNA
ENSGALG00010001030	ENSGALG00010001030	lncRNA
ENSGALG00010001031	ENSGALG00010001031	lncRNA
ENSGALG00010001032	ENSGALG00010001032	lncRNA
ENSGALG00010001033	ENSGALG00010001033	lncRNA
ENSGALG00010001034	ENSGALG00010001034	lncRNA
ENSGALG00010001035	ENSGALG00010001035	lncRNA
ENSGALG00010001036	ENSGALG00010001036	lncRNA
ENSGALG00010001037	ENSGALG00010001037	lncRNA
ENSGALG00010001038	ENSGALG00010001038	lncRNA
ENSGALG00010001039	ENSGALG00010001039	lncRNA
ENSGALG00010001040	ENSGALG00010001040	lncRNA
ENSGALG00010001041	ENSGALG00010001041	lncRNA
ENSGALG00010001042	ENSGALG00010001042	lncRNA
ENSGALG00010001043	ENSGALG00010001043	lncRNA
ENSGALG00010001044	ENSGALG00010001044	lncRNA
ENSGALG00010001045	ENSGALG00010001045	lncRNA
ENSGALG00010001046	ENSGALG00010001046	lncRNA
ENSGALG00010001047	ENSGALG00010001047	lncRNA
ENSGALG00010001048	ENSGALG00010001048	lncRNA
ENSGALG00010001049	ENSGALG00010001049	lncRNA
ENSGALG00010001050	ENSGALG00010001050	lncRNA
ENSGALG00010001051	ENSGALG00010001051	lncRNA
ENSGALG00010001052	ENSGALG00010001052	lncRNA
ENSGALG00010001053	ENSGALG00010001053	lncRNA
ENSGALG00010001054	ENSGALG00010001054	lncRNA
ENSGALG00010001055	ENSGALG00010001055	lncRNA
ENSGALG00010001056	ENSGALG00010001056	lncRNA
ENSGALG00010001057	ENSGALG00010001057	lncRNA
ENSGALG00010001058	ENSGALG00010001058	lncRNA
ENSGALG00010001059	ENSGALG00010001059	lncRNA
ENSGALG00010001060	ENSGALG00010001060	lncRNA
ENSGALG00010001061	ENSGALG00010001061	lncRNA
ENSGALG00010001062	ENSGALG00010001062	lncRNA
ENSGALG00010001063	ENSGALG00010001063	lncRNA
ENSGALG00010001064	ENSGALG00010001064	lncRNA
ENSGALG00010001065	ENSGALG00010001065	lncRNA
ENSGALG00010001067	ENSGALG00010001067	lncRNA
ENSGALG00010001068	ENSGALG00010001068	lncRNA
ENSGALG00010001069	ENSGALG00010001069	lncRNA
ENSGALG00010001071	ENSGALG00010001071	lncRNA
ENSGALG00010001072	ENSGALG00010001072	lncRNA
ENSGALG00010001073	ENSGALG00010001073	lncRNA
ENSGALG00010001074	ENSGALG00010001074	lncRNA
ENSGALG00010001075	ENSGALG00010001075	lncRNA
ENSGALG00010001076	ENSGALG00010001076	lncRNA
ENSGALG00010001077	ENSGALG00010001077	lncRNA
ENSGALG00010001078	ENSGALG00010001078	lncRNA
ENSGALG00010001079	ENSGALG00010001079	lncRNA
ENSGALG00010001080	ENSGALG00010001080	lncRNA
ENSGALG00010001081	ENSGALG00010001081	lncRNA
ENSGALG00010001083	ENSGALG00010001083	lncRNA
ENSGALG00010001084	ENSGALG00010001084	lncRNA
ENSGALG00010001085	ENSGALG00010001085	lncRNA
ENSGALG00010001086	ENSGALG00010001086	lncRNA
ENSGALG00010001087	ENSGALG00010001087	lncRNA
ENSGALG00010001088	ENSGALG00010001088	lncRNA
ENSGALG00010001089	ENSGALG00010001089	lncRNA
ENSGALG00010001090	ENSGALG00010001090	lncRNA
ENSGALG00010001091	ENSGALG00010001091	lncRNA
ENSGALG00010001092	ENSGALG00010001092	lncRNA
ENSGALG00010001093	ENSGALG00010001093	lncRNA
ENSGALG00010001094	ENSGALG00010001094	lncRNA
ENSGALG00010001095	ENSGALG00010001095	lncRNA
ENSGALG00010001096	ENSGALG00010001096	lncRNA
ENSGALG00010001097	ENSGALG00010001097	lncRNA
ENSGALG00010001098	ENSGALG00010001098	lncRNA
ENSGALG00010001099	ENSGALG00010001099	lncRNA
ENSGALG00010001100	ENSGALG00010001100	lncRNA
ENSGALG00010001101	ENSGALG00010001101	lncRNA
ENSGALG00010001102	ENSGALG00010001102	lncRNA
ENSGALG00010001103	ENSGALG00010001103	lncRNA
ENSGALG00010001105	ENSGALG00010001105	lncRNA
ENSGALG00010001106	ENSGALG00010001106	lncRNA
ENSGALG00010001107	ENSGALG00010001107	lncRNA
ENSGALG00010001108	ENSGALG00010001108	lncRNA
ENSGALG00010001109	gga-mir-7445-2	miRNA
ENSGALG00010001110	gga-mir-1743	miRNA
ENSGALG00010001194	POT1	protein_coding
ENSGALG00010001196	LSMEM1	protein_coding
ENSGALG00010001198	IFRD1	protein_coding
ENSGALG00010001200	CTTNBP2	protein_coding
ENSGALG00010001202	CFTR	protein_coding
ENSGALG00010001207	ASZ1	protein_coding
ENSGALG00010001208	MOV10L1	protein_coding
ENSGALG00010001210	PANX2	protein_coding
ENSGALG00010001214	TES	protein_coding
ENSGALG00010001219	TFEC	protein_coding
ENSGALG00010001220	PLXNB2	protein_coding
ENSGALG00010001222	ZNF800	protein_coding
ENSGALG00010001223	GRM8	protein_coding
ENSGALG00010001224	DNAJB9	protein_coding
ENSGALG00010001228	THAP5	protein_coding
ENSGALG00010001232	TSPAN12	protein_coding
ENSGALG00010001234	AASS	protein_coding
ENSGALG00010001236	ENSGALG00010001236	protein_coding
ENSGALG00010001248	PTPRZ1	protein_coding
ENSGALG00010001251	ZNF277	protein_coding
ENSGALG00010001264	FAM3C	protein_coding
ENSGALG00010001281	LRRN3	protein_coding
ENSGALG00010001298	DOCK4	protein_coding
ENSGALG00010001305	WNT16	protein_coding
ENSGALG00010001320	CPED1	protein_coding
ENSGALG00010001349	ING3	protein_coding
ENSGALG00010001367	IMMP2L	protein_coding
ENSGALG00010001381	MDFIC	protein_coding
ENSGALG00010001407	FOXP2	protein_coding
ENSGALG00010001419	KCND2	protein_coding
ENSGALG00010001421	ENSGALG00010001421	protein_coding
ENSGALG00010001427	ASB11	protein_coding
ENSGALG00010001443	ANKRD26	protein_coding
ENSGALG00010001448	GPR37	protein_coding
ENSGALG00010001454	VEGFD	protein_coding
ENSGALG00010001456	LSM8	protein_coding
ENSGALG00010001461	ASB9	protein_coding
ENSGALG00010001466	PRKX	protein_coding
ENSGALG00010001468	ANOS1	protein_coding
ENSGALG00010001470	GPR85	protein_coding
ENSGALG00010001475	BMT2	protein_coding
ENSGALG00010001477	NLGN4Y	protein_coding
ENSGALG00010001479	TMEM168	protein_coding
ENSGALG00010001484	BMX	protein_coding
ENSGALG00010001486	WNT2	protein_coding
ENSGALG00010001488	GRPR	protein_coding
ENSGALG00010001492	ENSGALG00010001492	protein_coding
ENSGALG00010001501	CAPZA2	protein_coding
ENSGALG00010001510	AP1S2	protein_coding
ENSGALG00010001513	ZRSR2	protein_coding
ENSGALG00010001514	MET	protein_coding
ENSGALG00010001516	TMEM27	protein_coding
ENSGALG00010001517	CAV2	protein_coding
ENSGALG00010001519	ENSGALG00010001519	protein_coding
ENSGALG00010001524	ACE2	protein_coding
ENSGALG00010001526	PPP1R3A	protein_coding
ENSGALG00010001536	ASMT	protein_coding
ENSGALG00010001540	TRABD	protein_coding
ENSGALG00010001545	SELENOO	protein_coding
ENSGALG00010001548	AKAP17A	protein_coding
ENSGALG00010001551	FHIP1B	protein_coding
ENSGALG00010001552	TUBGCP6	protein_coding
ENSGALG00010001553	CNGA4	protein_coding
ENSGALG00010001558	CCKBR	protein_coding
ENSGALG00010001559	HDAC10	protein_coding
ENSGALG00010001570	SMPD1	protein_coding
ENSGALG00010001578	ENSGALG00010001578	protein_coding
ENSGALG00010001599	TBL1X	protein_coding
ENSGALG00010001605	APBB1	protein_coding
ENSGALG00010001606	PIGA	protein_coding
ENSGALG00010001611	MAPK12	protein_coding
ENSGALG00010001612	HPX	protein_coding
ENSGALG00010001617	TRIM3	protein_coding
ENSGALG00010001620	MOSPD2	protein_coding
ENSGALG00010001627	ARFIP2	protein_coding
ENSGALG00010001628	MAPK11	protein_coding
ENSGALG00010001632	FANCB	protein_coding
ENSGALG00010001635	TIMM10B	protein_coding
ENSGALG00010001647	ARL8BL	protein_coding
ENSGALG00010001654	RPS11	protein_coding
ENSGALG00010001656	GLRA2	protein_coding
ENSGALG00010001664	SPAM1	protein_coding
ENSGALG00010001667	ENSGALG00010001667	protein_coding
ENSGALG00010001670	SHOX	protein_coding
ENSGALG00010001673	HYAL6	protein_coding
ENSGALG00010001674	ENSGALG00010001674	protein_coding
ENSGALG00010001678	SYAP1	protein_coding
ENSGALG00010001686	WASL	protein_coding
ENSGALG00010001689	ILK	protein_coding
ENSGALG00010001691	CTPS2	protein_coding
ENSGALG00010001695	LMOD2	protein_coding
ENSGALG00010001697	TAF10	protein_coding
ENSGALG00010001699	ASB15	protein_coding
ENSGALG00010001701	NDUFA5	protein_coding
ENSGALG00010001704	ENSGALG00010001704	protein_coding
ENSGALG00010001706	IQUB	protein_coding
ENSGALG00010001709	ENSGALG00010001709	protein_coding
ENSGALG00010001710	LCMT2	protein_coding
ENSGALG00010001712	ATP6AP1	protein_coding
ENSGALG00010001713	PNPLA4	protein_coding
ENSGALG00010001714	SLC13A1	protein_coding
ENSGALG00010001715	ENSGALG00010001715	protein_coding
ENSGALG00010001717	STARD10	protein_coding
ENSGALG00010001728	STS	protein_coding
ENSGALG00010001731	ENSGALG00010001731	protein_coding
ENSGALG00010001738	PUDP	protein_coding
ENSGALG00010001740	ENSGALG00010001740	protein_coding
ENSGALG00010001744	ENSGALG00010001744	protein_coding
ENSGALG00010001745	CADPS2	protein_coding
ENSGALG00010001746	ENSGALG00010001746	protein_coding
ENSGALG00010001748	ENSGALG00010001748	protein_coding
ENSGALG00010001751	AVPR2	protein_coding
ENSGALG00010001752	ARRB1	protein_coding
ENSGALG00010001753	PNPLA8	protein_coding
ENSGALG00010001771	ENSGALG00010001771	protein_coding
ENSGALG00010001773	NRCAM	protein_coding
ENSGALG00010001774	ENSGALG00010001774	protein_coding
ENSGALG00010001785	CNTN1	protein_coding
ENSGALG00010001786	P2RY8	protein_coding
ENSGALG00010001794	ENSGALG00010001794	protein_coding
ENSGALG00010001796	SLCO2B1	protein_coding
ENSGALG00010001807	ASMTL	protein_coding
ENSGALG00010001817	SLC25A6	protein_coding
ENSGALG00010001820	PGM2L1	protein_coding
ENSGALG00010001822	KCNE3	protein_coding
ENSGALG00010001825	LIPT2	protein_coding
ENSGALG00010001827	PDZRN4	protein_coding
ENSGALG00010001829	POLD3	protein_coding
ENSGALG00010001831	CSF2RA	protein_coding
ENSGALG00010001834	ZCRB1	protein_coding
ENSGALG00010001837	TAB3	protein_coding
ENSGALG00010001838	PPHLN1	protein_coding
ENSGALG00010001839	ENSGALG00010001839	protein_coding
ENSGALG00010001843	PRICKLE1	protein_coding
ENSGALG00010001847	ENSGALG00010001847	protein_coding
ENSGALG00010001854	CHRDL2	protein_coding
ENSGALG00010001858	ADAMTS20	protein_coding
ENSGALG00010001860	RNF169	protein_coding
ENSGALG00010001862	XRRA1	protein_coding
ENSGALG00010001865	CYBB	protein_coding
ENSGALG00010001866	PUS7L	protein_coding
ENSGALG00010001869	CRLF2	protein_coding
ENSGALG00010001878	XK	protein_coding
ENSGALG00010001879	IRAK4	protein_coding
ENSGALG00010001885	SMPX	protein_coding
ENSGALG00010001886	NEU3	protein_coding
ENSGALG00010001890	KLHL34	protein_coding
ENSGALG00010001895	P4HA3	protein_coding
ENSGALG00010001897	TLR7	protein_coding
ENSGALG00010001899	TWF1	protein_coding
ENSGALG00010001901	PRPS2	protein_coding
ENSGALG00010001903	NARS2	protein_coding
ENSGALG00010001905	ENSGALG00010001905	protein_coding
ENSGALG00010001911	USP35	protein_coding
ENSGALG00010001912	TMEM117	protein_coding
ENSGALG00010001916	ENSGALG00010001916	protein_coding
ENSGALG00010001917	FEZF1	protein_coding
ENSGALG00010001918	CNKSR2	protein_coding
ENSGALG00010001919	ENSGALG00010001919	protein_coding
ENSGALG00010001922	ENSGALG00010001922	lncRNA
ENSGALG00010001924	ENSGALG00010001924	lncRNA
ENSGALG00010001925	FRMPD4	protein_coding
ENSGALG00010001926	ENSGALG00010001926	lncRNA
ENSGALG00010001928	KCTD21	protein_coding
ENSGALG00010001930	ENSGALG00010001930	lncRNA
ENSGALG00010001931	ENSGALG00010001931	lncRNA
ENSGALG00010001933	ENSGALG00010001933	lncRNA
ENSGALG00010001934	ENSGALG00010001934	lncRNA
ENSGALG00010001936	ENSGALG00010001936	lncRNA
ENSGALG00010001937	ENSGALG00010001937	lncRNA
ENSGALG00010001938	ALG8	protein_coding
ENSGALG00010001942	ENSGALG00010001942	lncRNA
ENSGALG00010001943	ENSGALG00010001943	lncRNA
ENSGALG00010001944	ENSGALG00010001944	lncRNA
ENSGALG00010001945	ENSGALG00010001945	lncRNA
ENSGALG00010001949	ENSGALG00010001949	lncRNA
ENSGALG00010001950	ENSGALG00010001950	lncRNA
ENSGALG00010001952	MSL3	protein_coding
ENSGALG00010001953	ENSGALG00010001953	lncRNA
ENSGALG00010001954	ENSGALG00010001954	lncRNA
ENSGALG00010001955	ENSGALG00010001955	lncRNA
ENSGALG00010001956	ENSGALG00010001956	lncRNA
ENSGALG00010001957	NDUFC2	protein_coding
ENSGALG00010001959	ENSGALG00010001959	lncRNA
ENSGALG00010001960	ENSGALG00010001960	lncRNA
ENSGALG00010001963	ENSGALG00010001963	lncRNA
ENSGALG00010001965	ENSGALG00010001965	lncRNA
ENSGALG00010001966	ARHGAP6	protein_coding
ENSGALG00010001968	ENSGALG00010001968	lncRNA
ENSGALG00010001970	ENSGALG00010001970	lncRNA
ENSGALG00010001975	ENSGALG00010001975	lncRNA
ENSGALG00010001976	THRSP	protein_coding
ENSGALG00010001977	ENSGALG00010001977	lncRNA
ENSGALG00010001978	ENSGALG00010001978	lncRNA
ENSGALG00010001979	ENSGALG00010001979	lncRNA
ENSGALG00010001980	ENSGALG00010001980	lncRNA
ENSGALG00010001981	ENSGALG00010001981	lncRNA
ENSGALG00010001982	DMD	protein_coding
ENSGALG00010001983	ENSGALG00010001983	lncRNA
ENSGALG00010001984	ENSGALG00010001984	lncRNA
ENSGALG00010001986	ENSGALG00010001986	lncRNA
ENSGALG00010001987	KCTD14	protein_coding
ENSGALG00010001988	ENSGALG00010001988	protein_coding
ENSGALG00010001989	ENSGALG00010001989	lncRNA
ENSGALG00010001990	ENSGALG00010001990	lncRNA
ENSGALG00010001993	ENSGALG00010001993	lncRNA
ENSGALG00010001994	ENSGALG00010001994	lncRNA
ENSGALG00010001997	INTS4	protein_coding
ENSGALG00010001998	ENSGALG00010001998	lncRNA
ENSGALG00010001999	ENSGALG00010001999	lncRNA
ENSGALG00010002001	ENSGALG00010002001	lncRNA
ENSGALG00010002002	ENSGALG00010002002	lncRNA
ENSGALG00010002003	ENSGALG00010002003	lncRNA
ENSGALG00010002007	ENSGALG00010002007	lncRNA
ENSGALG00010002009	ENSGALG00010002009	lncRNA
ENSGALG00010002010	ENSGALG00010002010	lncRNA
ENSGALG00010002011	ENSGALG00010002011	lncRNA
ENSGALG00010002012	MID1	protein_coding
ENSGALG00010002013	ENSGALG00010002013	lncRNA
ENSGALG00010002015	ENSGALG00010002015	lncRNA
ENSGALG00010002016	ENSGALG00010002016	lncRNA
ENSGALG00010002020	ENSGALG00010002020	lncRNA
ENSGALG00010002021	ENSGALG00010002021	lncRNA
ENSGALG00010002023	CLCN4	protein_coding
ENSGALG00010002026	ENSGALG00010002026	lncRNA
ENSGALG00010002028	ENSGALG00010002028	lncRNA
ENSGALG00010002029	ENSGALG00010002029	lncRNA
ENSGALG00010002031	ENSGALG00010002031	lncRNA
ENSGALG00010002034	WWC3	protein_coding
ENSGALG00010002036	ENSGALG00010002036	lncRNA
ENSGALG00010002039	AAMDC	protein_coding
ENSGALG00010002042	ENSGALG00010002042	lncRNA
ENSGALG00010002045	ENSGALG00010002045	lncRNA
ENSGALG00010002047	ENSGALG00010002047	lncRNA
ENSGALG00010002053	ENSGALG00010002053	lncRNA
ENSGALG00010002054	RSF1	protein_coding
ENSGALG00010002058	ENSGALG00010002058	lncRNA
ENSGALG00010002060	ENSGALG00010002060	lncRNA
ENSGALG00010002064	ENSGALG00010002064	lncRNA
ENSGALG00010002065	CLNS1A	protein_coding
ENSGALG00010002067	ENSGALG00010002067	lncRNA
ENSGALG00010002070	ENSGALG00010002070	lncRNA
ENSGALG00010002071	ENSGALG00010002071	lncRNA
ENSGALG00010002074	ENSGALG00010002074	lncRNA
ENSGALG00010002077	ENSGALG00010002077	lncRNA
ENSGALG00010002079	ARX	protein_coding
ENSGALG00010002080	ENSGALG00010002080	lncRNA
ENSGALG00010002083	ENSGALG00010002083	lncRNA
ENSGALG00010002085	ENSGALG00010002085	lncRNA
ENSGALG00010002087	POLA1	protein_coding
ENSGALG00010002089	ENSGALG00010002089	lncRNA
ENSGALG00010002090	AQP11	protein_coding
ENSGALG00010002091	ENSGALG00010002091	lncRNA
ENSGALG00010002092	ENSGALG00010002092	lncRNA
ENSGALG00010002094	ENSGALG00010002094	lncRNA
ENSGALG00010002096	ENSGALG00010002096	lncRNA
ENSGALG00010002097	PCYT1B	protein_coding
ENSGALG00010002101	ENSGALG00010002101	lncRNA
ENSGALG00010002102	PAK1	protein_coding
ENSGALG00010002105	ENSGALG00010002105	lncRNA
ENSGALG00010002107	ENSGALG00010002107	lncRNA
ENSGALG00010002113	GDPD4	protein_coding
ENSGALG00010002117	ENSGALG00010002117	lncRNA
ENSGALG00010002124	ENSGALG00010002124	lncRNA
ENSGALG00010002132	ENSGALG00010002132	lncRNA
ENSGALG00010002137	PDK3	protein_coding
ENSGALG00010002138	MYO7A	protein_coding
ENSGALG00010002142	CLDN34	protein_coding
ENSGALG00010002147	ENSGALG00010002147	protein_coding
ENSGALG00010002149	SLC51AL	protein_coding
ENSGALG00010002157	ENSGALG00010002157	lncRNA
ENSGALG00010002160	CAPN5	protein_coding
ENSGALG00010002161	CDKL5	protein_coding
ENSGALG00010002194	SHROOM2	protein_coding
ENSGALG00010002195	ENSGALG00010002195	lncRNA
ENSGALG00010002198	ENSGALG00010002198	lncRNA
ENSGALG00010002201	ENSGALG00010002201	lncRNA
ENSGALG00010002203	ENSGALG00010002203	lncRNA
ENSGALG00010002204	ENSGALG00010002204	lncRNA
ENSGALG00010002207	ENSGALG00010002207	lncRNA
ENSGALG00010002210	GPR143	protein_coding
ENSGALG00010002211	ACER3	protein_coding
ENSGALG00010002213	ENSGALG00010002213	lncRNA
ENSGALG00010002214	ENSGALG00010002214	lncRNA
ENSGALG00010002216	ENSGALG00010002216	lncRNA
ENSGALG00010002217	ENSGALG00010002217	lncRNA
ENSGALG00010002219	ENSGALG00010002219	lncRNA
ENSGALG00010002220	ENSGALG00010002220	lncRNA
ENSGALG00010002221	ENSGALG00010002221	lncRNA
ENSGALG00010002224	ENSGALG00010002224	lncRNA
ENSGALG00010002230	ENSGALG00010002230	lncRNA
ENSGALG00010002233	ENSGALG00010002233	lncRNA
ENSGALG00010002235	MXRA5	protein_coding
ENSGALG00010002236	ENSGALG00010002236	lncRNA
ENSGALG00010002240	ENSGALG00010002240	lncRNA
ENSGALG00010002243	ARSH	protein_coding
ENSGALG00010002244	ENSGALG00010002244	lncRNA
ENSGALG00010002246	ENSGALG00010002246	lncRNA
ENSGALG00010002250	ENSGALG00010002250	lncRNA
ENSGALG00010002252	ENSGALG00010002252	lncRNA
ENSGALG00010002253	GK2	protein_coding
ENSGALG00010002254	ARSD	protein_coding
ENSGALG00010002257	ENSGALG00010002257	lncRNA
ENSGALG00010002258	ENSGALG00010002258	lncRNA
ENSGALG00010002259	CXorf21	protein_coding
ENSGALG00010002260	ENSGALG00010002260	lncRNA
ENSGALG00010002261	NR0B1	protein_coding
ENSGALG00010002262	gga-mir-7447	miRNA
ENSGALG00010002264	gga-mir-1645	miRNA
ENSGALG00010002265	gga-mir-12208	miRNA
ENSGALG00010002266	gga-mir-1695	miRNA
ENSGALG00010002270	IMMP2L	protein_coding
ENSGALG00010002271	ENSGALG00010002271	protein_coding
ENSGALG00010002275	IL1RAPL1	protein_coding
ENSGALG00010002279	ENSGALG00010002279	protein_coding
ENSGALG00010002280	ST7	protein_coding
ENSGALG00010002282	TSKU	protein_coding
ENSGALG00010002283	ENSGALG00010002283	protein_coding
ENSGALG00010002285	CAV1	protein_coding
ENSGALG00010002293	GYG2	protein_coding
ENSGALG00010002295	YAF2	protein_coding
ENSGALG00010002298	ENSGALG00010002298	protein_coding
ENSGALG00010002308	GXYLT1	protein_coding
ENSGALG00010002310	PRRG1	protein_coding
ENSGALG00010002312	ENSGALG00010002312	protein_coding
ENSGALG00010002315	ENSGALG00010002315	protein_coding
ENSGALG00010002328	ENSGALG00010002328	protein_coding
ENSGALG00010002331	ENSGALG00010002331	protein_coding
ENSGALG00010002332	ENSGALG00010002332	protein_coding
ENSGALG00010002335	TMEM47	protein_coding
ENSGALG00010002338	CD99	protein_coding
ENSGALG00010002345	SCML2	protein_coding
ENSGALG00010002348	THAP12	protein_coding
ENSGALG00010002349	DHRSX	protein_coding
ENSGALG00010002355	UFM1	protein_coding
ENSGALG00010002356	WNT11	protein_coding
ENSGALG00010002358	FREM2	protein_coding
ENSGALG00010002360	DHRSX	protein_coding
ENSGALG00010002362	TRPC4	protein_coding
ENSGALG00010002363	ENSGALG00010002363	protein_coding
ENSGALG00010002365	RAI2	protein_coding
ENSGALG00010002368	UVRAG	protein_coding
ENSGALG00010002369	GEMIN8	protein_coding
ENSGALG00010002370	ENSGALG00010002370	protein_coding
